0.000000E+00	0.000000E+00
5.369030E+00	0.000000E+00
5.469030E+00	7.654938E+03
5.492625E+00	1.010605E+04
5.515690E+00	1.319497E+04
5.547648E+00	1.818022E+04
5.572470E+00	2.372964E+04
5.584080E+00	3.496721E+04
5.610771E+00	5.650078E+04
5.624403E+00	7.136275E+04
5.642500E+00	9.528448E+04
5.694235E+00	1.254071E+05
5.732276E+00	1.667698E+05
5.774921E+00	2.239880E+05
5.799796E+00	3.095893E+05
5.837657E+00	4.617815E+05
5.903379E+00	7.155166E+05
5.947398E+00	9.910803E+05
6.001983E+00	1.334193E+06
6.043265E+00	1.831093E+06
6.091557E+00	2.487303E+06
6.177012E+00	3.824982E+06
6.289888E+00	5.981837E+06
6.390248E+00	9.146105E+06
6.528984E+00	1.397073E+07
6.663221E+00	2.052711E+07
6.776010E+00	2.926382E+07
6.882727E+00	3.804739E+07
6.997922E+00	5.371564E+07
7.154422E+00	7.485725E+07
7.342185E+00	1.071817E+08
7.575533E+00	1.646927E+08
7.792686E+00	2.207014E+08
7.949125E+00	2.879731E+08
8.124255E+00	3.561217E+08
8.345233E+00	4.557519E+08
8.563469E+00	5.870645E+08
8.805958E+00	7.686553E+08
9.048386E+00	9.425671E+08
9.259891E+00	1.130347E+09
9.473987E+00	1.368380E+09
9.706265E+00	1.556831E+09
9.931316E+00	1.806546E+09
1.014507E+01	1.994699E+09
1.034386E+01	2.252829E+09
1.060640E+01	2.614028E+09
1.092511E+01	2.865018E+09
1.120636E+01	3.244139E+09
1.143135E+01	3.533725E+09
1.165634E+01	3.831808E+09
1.188132E+01	4.136302E+09
1.218130E+01	4.607940E+09
1.248126E+01	4.996050E+09
1.276252E+01	5.687924E+09
1.304372E+01	6.034857E+09
1.326867E+01	6.311580E+09
1.349364E+01	6.751836E+09
1.371859E+01	6.997907E+09
1.396231E+01	7.536726E+09
1.416852E+01	7.900382E+09
1.435597E+01	8.060308E+09
1.461844E+01	8.719988E+09
1.488086E+01	8.996519E+09
1.510583E+01	9.580665E+09
1.533080E+01	1.015674E+10
1.555572E+01	1.033835E+10
1.581816E+01	1.081178E+10
1.604311E+01	1.120582E+10
