0.000000E+00	0.000000E+00
7.965000E-01	0.000000E+00
1.111500E+00	0.000000E+00
1.725000E+00	0.000000E+00
2.430000E+00	9.451400E+00
3.495000E+00	9.993200E+01
5.040000E+00	2.811340E+02
5.325000E+00	4.984560E+02
5.640000E+00	7.525000E+04
5.925000E+00	8.307600E+05
6.165000E+00	3.311000E+06
6.375000E+00	8.367800E+06
6.600000E+00	1.655500E+07
6.780000E+00	2.835420E+07
6.960000E+00	4.394600E+07
7.110000E+00	6.321000E+07
7.260000E+00	8.668800E+07
7.410000E+00	1.143800E+08
7.545000E+00	1.462860E+08
7.680000E+00	1.818040E+08
7.815000E+00	2.215360E+08
7.950000E+00	2.654820E+08
8.070000E+00	3.136420E+08
8.205000E+00	3.660160E+08
8.325000E+00	4.226040E+08
8.445000E+00	4.834060E+08
8.565000E+00	5.484220E+08
8.685000E+00	6.200600E+08
8.805000E+00	6.923000E+08
8.925000E+00	7.705600E+08
9.045000E+00	8.548400E+08
9.165000E+00	9.391200E+08
9.285000E+00	1.029420E+09
9.405000E+00	1.125740E+09
9.525000E+00	1.228080E+09
9.645000E+00	1.330420E+09
9.765000E+00	1.438780E+09
9.885000E+00	1.547140E+09
1.000500E+01	1.661520E+09
1.012500E+01	1.781920E+09
1.024500E+01	1.902320E+09
1.038000E+01	2.028740E+09
1.050000E+01	2.161180E+09
1.062000E+01	2.287600E+09
1.074000E+01	2.426060E+09
1.086000E+01	2.558500E+09
1.098000E+01	2.696960E+09
1.110000E+01	2.841440E+09
1.122000E+01	2.979900E+09
1.134000E+01	3.124380E+09
1.146000E+01	3.268860E+09
1.158000E+01	3.413340E+09
1.170000E+01	3.557820E+09
1.180500E+01	3.708320E+09
1.192500E+01	3.852800E+09
1.204500E+01	3.997280E+09
1.215000E+01	4.147780E+09
1.227000E+01	4.292260E+09
1.237500E+01	4.442760E+09
1.248000E+01	4.587240E+09
1.260000E+01	4.731720E+09
1.270500E+01	4.876200E+09
1.281000E+01	5.020680E+09
1.291500E+01	5.165160E+09
1.302000E+01	5.303620E+09
1.311000E+01	5.448100E+09
1.321500E+01	5.586560E+09
1.330500E+01	5.725020E+09
1.341000E+01	5.857460E+09
1.350000E+01	5.995920E+09
1.359000E+01	6.140400E+09
1.369500E+01	6.260800E+09
1.378500E+01	6.381200E+09
1.387500E+01	6.501600E+09
1.395000E+01	6.622000E+09
1.404000E+01	6.742400E+09
1.413000E+01	6.923000E+09
1.420500E+01	7.043400E+09
1.429500E+01	7.163800E+09
1.437000E+01	7.224000E+09
1.444500E+01	7.344400E+09
1.452000E+01	7.464800E+09
1.459500E+01	7.585200E+09
1.467000E+01	7.705600E+09
1.474500E+01	7.826000E+09
1.482000E+01	7.946400E+09
1.488000E+01	8.006600E+09
1.495500E+01	8.127000E+09
1.500000E+01	8.247400E+09
1.515000E+01	8.307600E+09
1.530000E+01	8.668800E+09
1.545000E+01	8.789200E+09
1.560000E+01	9.090200E+09
1.575000E+01	9.270800E+09
1.590000E+01	9.511600E+09
1.605000E+01	9.812600E+09
